Lat,Lon,Name,Routes/0,Routes/1,Routes/2,Routes/3,StopID,Routes/4,Routes/5,Routes/6,Routes/7,Routes/8,Routes/9,Routes/10,Routes/11,Routes/12,Routes/13,Routes/14,Routes/15,Routes/16,Routes/17,Routes/18,Routes/19,Routes/20,Routes/21,Routes/22,Routes/23,Routes/24,Routes/25,Routes/26,Routes/27,Routes/28,Routes/29,Routes/30,Routes/31,Routes/32,Routes/33,Routes/34,Routes/35,Routes/36,Routes/37,Routes/38,Routes/39,Routes/40,Routes/41,Routes/42,Routes/43,Routes/44,Routes/45,Routes/46,Routes/47,Routes/48,Routes/49,Routes/50,Routes/51,Routes/52,Routes/53,Routes/54,Routes/55,Routes/56,Routes/57,Routes/58
38.851256,-76.985278,12TH PL + JASPER RD,W6,W6v1,W8,W8c,1000226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.945513,-76.990167,12TH ST + ALLISON ST,80,80v1,,,1002422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.946131,-76.990319,12TH ST + BUCHANAN ST,80,80c,,,1002441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.885438,-77.028235,12TH ST + C ST,52,52v1,52v2,V7,1000679,V7c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.892417,-77.028275,12TH ST + CONSTITUTION AVE,N3,,,,1003571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.893231,-77.02799,12TH ST + CONSTITUTION AVE,63,64,D1,N3,1000901,N3v1,S2,S2cv3,S4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.947423,-76.990321,12TH ST + CRITTENDEN ST,80,80c,,,1002474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.947167,-76.99016,12TH ST + CRITTENDEN ST NE,80,80v1,B51,,1002471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.923699,-76.990373,12TH ST + DOUGLAS ST,H8,,,,1001854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.924229,-76.990248,12TH ST + EVARTS ST,H8,H9,,,1001866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.925331,-76.99035,12TH ST + FRANKLIN ST,H8,H9,,,1001919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.925843,-76.990564,12TH ST + FRANKLIN ST,H8,,,,1001925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.927519,-76.990525,12TH ST + HAMLIN ST,H8,H9,,,1001963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.927721,-76.9907,12TH ST + HAMLIN ST,H8,,,,1001974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.929722,-76.990858,12TH ST + JACKSON ST,H8,,,,1002040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.92947,-76.99068,12TH ST + JACKSON ST,H8,H9,,,1002032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.930449,-76.990757,12TH ST + KEARNEY ST,H8,H9,,,1002054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.939244,-76.990165,12TH ST + MICHIGAN AVE,80,80v1,,,1002288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.938944,-76.990318,12TH ST + MICHIGAN AVE,80,80c,,,1002286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.932028,-76.991059,12TH ST + MONROE ST,H8,,,,1002103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.932721,-76.991095,12TH ST + MONROE ST,80,80c,,,1002137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.932191,-76.9909,12TH ST + MONROE ST,H8,H9,,,1002106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.93334,-76.990987,12TH ST + NEWTON ST,80,80v1,,,1002159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.934296,-76.991062,12TH ST + OTIS ST,80,80v1,,,1002178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.93474,-76.991259,12TH ST + OTIS ST,80,80c,,,1002187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.936557,-76.990964,12TH ST + PERRY ST,80,80c,,,1002226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.935941,-76.990956,12TH ST + PERRY ST,80,80v1,,,1002219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.937586,-76.9904,12TH ST + QUINCY ST,80,80v1,,,1002259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.937413,-76.990675,12TH ST + QUINCY ST,80,80c,,,1002257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.940981,-76.990165,12TH ST + TAYLOR ST,80,80v1,,,1002326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.940885,-76.990317,12TH ST + TAYLOR ST,80,80c,B51,,1002328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.942,-76.990322,12TH ST + UPSHUR ST,80,80c,B51,,1002349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.943076,-76.990321,12TH ST + VARNUM ST,80,80c,B51,,1002379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.943139,-76.990167,12TH ST + VARNUM ST,80,80v1,,,1002381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.950069,-76.990488,12TH ST NE + EMERSON ST NE,B51,,,,1003572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.948028,-76.990509,12TH ST NE + SOUTH DAKOTA AVE NE,B51,,,,1003573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.835768,-76.986566,13TH ST + #1326,W2,W2c,W2v1,W2v3,1000089,W2v4,W2v5,W3,W3v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.835903,-76.986899,13TH ST + #1326,W2,W2v1,W2v3,W2v4,1000090,W3,W3v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.90285,-77.029495,13TH ST + K ST,63,,,,1001258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.902818,-77.02976,13TH ST + K ST (S),63,,,,1001257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.90555,-77.029493,13TH ST + M ST,63,,,,1001327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.90522,-77.029757,13TH ST + MASSACHUSETTS AVE,63,,,,1001320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.906961,-77.029755,13TH ST + N ST,63,,,,1001364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.907016,-77.029493,13TH ST + N ST,63,,,,1001361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.843375,-76.988579,13TH ST + SAVANNAH ST,W2,W2v1,W2v3,W2v4,1003137,W3,W3v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.843132,-76.988433,13TH ST + SAVANNAH ST,W2,W2c,W2v1,W2v3,1003138,W2v4,W2v5,W3,W3v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.834055,-76.985262,13TH ST + SOUTHERN AVE,A2,P12,P12v4,W2,1000077,W2v1,W2v3,W2v4,W3,W3v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.840975,-76.988579,13TH ST + TRENTON PL,W2,W2v1,W2v3,W2v4,1000121,W3,W3v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.840841,-76.988439,13TH ST + TRENTON PL,W2,W2c,W2v1,W2v3,1000120,W2v4,W2v5,W3,W3v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.897551,-77.029758,13TH ST NW + F ST NW,D1,D3,D6,D6v1,1001054,P17,P19,W13,W13c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.898163,-77.029485,13TH ST NW + G ST NW,D1,D3,D3c,D6,1001073,D6c,D6cv1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.89853,-77.029762,13TH ST NW + G ST NW,D1,D3,D6,D6v1,1001085,P17,P19,W13,W13c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.89948,-77.02976,13TH ST NW + H ST NW,D1,D3,D6,D6v1,1001106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.899668,-77.02948,13TH ST NW + H ST NW,D1,D3,D3c,D6,1001110,D6c,D6cv1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.901105,-77.029439,13TH ST NW + I ST NW,80,80v1,D1,D3,1001175,D3c,D6,D6c,D6cv1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.901498,-77.029764,13TH ST NW + I ST NW,53,53v1,63,80,1001190,80v1,D1,D3,D6,D6v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.88621,-76.988384,13TH ST SE + C STREET SE,C40,,,,1003574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.842026,-76.988587,13TH ST SE + CONGRESS ST SE,W2,W2v1,W2v3,W2v4,1003345,W3,W3v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.842147,-76.988436,13TH ST SE + CONGRESS ST SE,W2,W2c,W2v1,W2v3,1003331,W2v4,W2v5,W3,W3v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.836839,-76.987703,13TH ST SE + VARNEY ST SE,W2,W2v1,W2v3,W2v4,1003346,W3,W3v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.83672,-76.987409,13TH ST SE + VARNEY ST SE,W2,W2c,W2v1,W2v3,1003330,W2v4,W2v5,W3,W3v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.988443,-76.98392,14TH AVE + KANAWHA ST,F8,,,,3002195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.990259,-76.98435,14TH AVE + LANGLEY WAY,F8,,,,3002207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.990481,-76.984517,14TH AVE + LANGLEY WAY,F8,,,,3002213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.971948,-77.03352,14TH ST + ASPEN ST,52,53,54,,1002804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.971958,-77.033321,14TH ST + ASPEN ST,52,53,54,,1002803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
